Example,Class Name
de que ano essa arte,data_obra
Em que época,data_obra
o porco é feliz,sentimento_porco
você quer sair daqui,sentimento_porco
qual a proposta,intenção_autor
que significa a obra,intenção_autor
oi qual seu nome,nome_porco
Qual o nome desse for com,nome_porco
e que ele come,alimentação_porco
watson como você funciona,sem_resposta
fale mais sobre a obra,intenção_autor
ele tem dono,sem_resposta
explique mais sobre matéria forma,sem_resposta
qual material utilizado na obra,técnica_obra
quem é nelson limeira,biografia_autor
qual história do porco,história_porco
quando sobra foi feita,data_obra
qual é o significado dessa obra,intenção_autor
o que se trata só,intenção_autor
quando você nasceu,nascimento_autor
e quando ele nasceu,nascimento_autor
onde nasceu,nascimento_autor
o que ela significa,intenção_autor
que ele representa,intenção_autor
qual é a ideia dessa obra,intenção_autor
o que significa a caixa,intenção_autor
o que é obra representa,intenção_autor
qual é o seu nome por,nome_porco
como é seu nome,nome_porco
o que eu pouco comi,alimentação_porco
me fale sobre esta obra,intenção_autor
qual a procedência,sem_compreensão
quantos anos tens por,idade_porco
antes de material é obra,técnica_obra
qual a história do por,história_porco
qual a data do trabalho,data_obra
Quando foi feito a obra,data_obra
qual a inspiração da obra,intenção_autor
qual a proposta da obra,intenção_autor
o que é isso que eu estou representa,intenção_autor
porque ele fez a escultura com porco,intenção_autor
pouco era feliz,sentimento_porco
disco explique a obra do porco,intenção_autor
que que quer dizer esse porco,intenção_autor
que significa,intenção_autor
o que significa essa,intenção_autor
qual é o sentido disso,intenção_autor
qual a intenção do artista,intenção_autor
qual é o que é o nome,nome_porco
Porco qual é o seu nome,nome_porco
que ver o que que você gosta de comer,alimentação_porco
de onde é nelson lerner,nascimento_autor
e porque o porco,razão_porco
quantos anos tempo,idade_porco
quantos anos estaria ser porque se ele tivesse vivo,idade_porco
De que época é,data_obra
onde está a peça de pernil,corrente_porco
que significa essa obra,intenção_autor
o que o artista que as fazer com porco,intenção_autor
você está triste aí dentro,sentimento_porco
o que a obra um pouco,intenção_autor
o que representa um porco,intenção_autor
qual o contexto da sua obra,intenção_autor
o que inspirou esta obra,intenção_autor
qual o conceito,intenção_autor
o que você significa,intenção_autor
que significa o porco,intenção_autor
o que significa esse porco,intenção_autor
onde esta obra fica originalmente,endereço_obra
porque um porco,razão_porco
qual o material usado um pouco,técnica_obra
sobre o corpo,história_porco
fale tudo sobre o porco,história_porco
qual história da obra,história_porco
em que ano que foi feita,data_obra
quando que foi feita essa obra,data_obra
o que isso significa,intenção_autor
qual inspiração da obra,intenção_autor
Outras obras,outras_obras
quando ele nasceu,nascimento_autor
como se chama o pó,nome_porco
qual a intenção que ele fez o porco,intenção_autor
qual inspiração pra obra,intenção_autor
e o que significa essa hora,intenção_autor
quem é você watson,outras_inteligências_artificiais
what são o porco tem nome,nome_porco
e qual é o nome do porco,nome_porco
qual é o tamanho desse por,tamanho_porco
ele é o ginal da onde,sem_compreensão
de onde é,sem_compreensão
qual é a história da obra,história_porco
de quando esta obra,data_obra
em que ano foi produzida,data_obra
quando foi criada,data_obra
quais outras obras desse artista,outras_obras
de onde é o artista,nascimento_autor
qual é a sua intenção,intenção_autor
com o seu nome,nome_porco
Como é que era o nome do porco,nome_porco
Curiosidades sobre essa obra,história_porco
porque é uma obra de um porco,razão_porco
Porque empalhar um porco,razão_porco
me fale mais sobre o autor,biografia_autor
origem,história_porco
em que ano foi,data_obra
o que que o autor tentar passar com essa,intenção_autor
porque o autor criou a sobra,intenção_autor
você conhece para pig,relação_peppa_pig
quais são as principais obras de nelson,outras_obras
confio propósito dessa obra,intenção_autor
qual é seu nome qual é seu nome,nome_porco
quanto tempo você está aqui,Tempo_porco_caixa
como porco foi feito,técnica_obra
Fale me sobre a obra,intenção_autor
com quantos anos ele morreu,idade_porco
o que ele quiser apresentar com essa obra,intenção_autor
é porque que ele quis fazer isso,intenção_autor
qual a finalidade da obra um pouco,intenção_autor
qual o sentido de trazer um porquinho parada pra essa,intenção_autor
o seu povo como é o seu nome,nome_porco
em que ano um pouco foi talhado,porco_morto
há quantos anos o porto foi morto,sem_resposta
qual a raça do porco tudo,raça_ porco
qual significado da obra um por,intenção_autor
qual foi inspiração,intenção_autor
Oi porco com o seu nome,nome_porco
o porco me disse você gosta de comer,alimentação_porco
qual é o nome da obra,nome_obra
qual contexto histórico da obra,obra_contexto_histórico
onde você mora porquinho,endereço_obra
já que você vai pra onde,transporte_porco
qual motivo dela,intenção_autor
que isso representa,intenção_autor
com a intenção do artista,intenção_autor
o que representou,intenção_autor
o que eu perco representa,intenção_autor
como chama o porco,nome_porco
como era o nome do porco,nome_porco
Oi como é seu nome,nome_porco
opor o que você gosta de comer,alimentação_porco
onde você mora porco,endereço_obra
porque ele criou essa obra,intenção_autor
sobre o que se trata outra,intenção_autor
O que o autor quis dizer com esse pouco preso aqui,intenção_autor
você tinha um nome,nome_porco
o nome do porco,nome_porco
como ele chamava,nome_porco
qual seu nome,nome_porco
Você tem algum nome,nome_porco
Qual é o nome do porco,nome_porco
você gosta de comer o que que você gosta de comer,alimentação_porco
Você gosta de comer pera,alimentação_porco
o que ela representa,intenção_autor
qual foi a sua inspiração,intenção_autor
qual é o sentido dessa obra,intenção_autor
qual o nome do pouco,nome_porco
qual é seu nome,nome_porco
o que é o corpo porco,sobre_porco
o que você gosta de comer,alimentação_porco
O que você come,alimentação_porco
qual o contexto da obra,intenção_autor
o que o autor quis dizer,intenção_autor
o que significa isso,intenção_autor
qual é o nome desse porquinho,nome_porco
o seu nome,nome_porco
O porco tem nome,nome_porco
o que que esse porco come,alimentação_porco
que que ele come,alimentação_porco
Que outra curiosidade você pode me dizer sobre esta obra,história_porco
qual é o nome do por,nome_porco
qual que é o seu nome,nome_porco
ele tem nome,nome_porco
por qual é seu nome,nome_porco
que está por de trás da obra,intenção_autor
ele come,alimentação_porco
que você o que que você come,alimentação_porco
qual é o tamanho,tamanho_porco
ela é de que tamanho,tamanho_porco
qual a importância da obra,importância_autor
qual contexto histórico desta obra,obra_contexto_histórico
qual é o seu tamanho,tamanho_porco
quanto tempo ele está preso,Tempo_porco_caixa
qual é o tamanho do porco,tamanho_porco
o autor gostava de carne de porco,sem_resposta
você acha o porco nojento,sem_resposta
qual seu tamanho,tamanho_porco
Qual o tamanho desse porco,tamanho_porco
Quanto tempo o custo demorou pra construir essa onda,duração_obra
você teve filhos em sua vida,sem_compreensão
Ele morava numa fazenda,sem_resposta
quanto tempo levou pra ser sobre ser produzida,duração_obra
o que você representa,intenção_autor
que ele não gostaria de sair desse lugar,sem_resposta
Eu posso tocar no porco,sem_resposta
Qual o tamanho belle,tamanho_porco
você está triste,sentimento_porco
porque ele não tem olho,sem_resposta
porque seu nariz não é rosa,sem_resposta
Qual tamanho desse,tamanho_porco
Porque ele não parece real,tipo_obra
o porco era adulto,idade_porco
qual é a sua importância,importância_autor
qual o tamanho do porco,tamanho_porco
Você se considera bonito,sem_resposta
Você gosta de um pouco,sem_resposta
Há quanto tempo você está aqui,Tempo_porco_caixa
Qual a importância cultural dessa obra no contexto nacional,importância_obra
Você tem esposa,sem_resposta
de 500 e pouco,sem_compreensão
O autor gostava de animais por isso ele se referiu a pouco ele tinha um gosto ao porco,sem_compreensão
Quanto tempo demora pra fazer isso,duração_obra
Porque ele tem essa cor marrom,sem_resposta
Você gostava do seu dono,sem_resposta
Qual contexto histórico da da obra,obra_contexto_histórico
Qual o tamanho da obra,tamanho_porco
o que é taxi dormia que é pratici dormir,sem_compreensão
isso é taxi,sem_compreensão
o artista gostava muito do porco,sem_resposta
Este porco teve filhos,família_porco
quanto tempo o autor demorou para fazer a obra,duração_obra
porque o porco gerou polêmica,razão_porco
qual contexto histórico,obra_contexto_histórico
Qual é o tamanho dele,tamanho_porco
Porque esse porque é marrom,sem_resposta
onde você vive,endereço_obra
Porque ele não fede,sem_resposta
Qual é o tamanho do porco,tamanho_porco
Porque o porco ele tem tantos pelo,sem_resposta
O porco teve filhote,família_porco
onde fica essa obra,endereço_obra
Porque você não sai correndo,sem_resposta
Porque tem plástico em baixo dele,sem_resposta
onde fica guardado essa obra normalmente,endereço_obra
quanto tempo demorou para ser feita essa obra,duração_obra
Qual tamanho,tamanho_porco
quem fez a técnica de taxi dormir,sem_resposta
Quais foram os produtos químicos utilizados para taxi dérmica do porco,sem_resposta
quanto tempo artista demoro pra fazer a obra,duração_obra
o que é taxi dormia,taxidermia_obra
qual é o tamanho dele,tamanho_porco
Pode por a mão,sem_resposta
porque você está preso aqui,porco_preso
Ele está tentando fugir,sem_resposta
o porco morava onde,sem_resposta
o autor da obra filha vegetariano,sem_compreensão
em que ano época de criança obra porque,sem_compreensão
que cortou o que dizer com esse porco,sem_compreensão
isso tem haver com viviane se não,sem_compreensão
posso dizer que é só pra ver gana,sem_compreensão
falta um pedaço do seu,sem_compreensão
nem,sem_compreensão
qual o tamanho,tamanho_porco
Você sempre foi marrom,sem_resposta
faz quanto tempo empalharam no porco,sem_resposta
porque que ele é marrom,sem_resposta
Alguém já tentou roubar o pôr com,sem_resposta
qual o objetivo ?,intenção_autor
esse povo já foi exibido em outros lugares,exposição_obra_outros_museus
o que um pouco significa,intenção_autor
o que é isso pouco,tipo_obra
onde ela foi exposto pela primeira vez,exposição_obra_outros_museus
qual a representação desse porco,intenção_autor
qual origem do porco,história_porco
é macho ou fêmea,sexo_porco
o que significa pouco,intenção_autor
qual é o peso dele,peso_porco
como foi feita a obra,técnica_obra
falar sobre as outras obras do artista,outras_obras
quem fez,autor_obra
qual material usado,técnica_obra
de que ano é o porco,data_obra
em que ano foi feito obra,data_obra
que ano é a obra,data_obra
se fale sobre artista,biografia_autor
porque que ele está tendo de uma caixa de madeira,porco_preso
então você já foi de verdade,tipo_obra
e sua família está aonde,família_porco
fale sobre a obra o porco,história_porco
e você é feliz aí,sentimento_porco
qual o significado desse quadro,intenção_autor
no que foi inspirada obra,intenção_autor
o que o autor tentando transmitir com essa obra,intenção_autor
qual a inspiração do artista,intenção_autor
qual mensagem,intenção_autor
o que motivou essa obra,intenção_autor
o que é sobra represem,intenção_autor
do que se trata,intenção_autor
o que ele queria representar,intenção_autor
qual o significado desse porco enjaulado,intenção_autor
qual significado da obra,intenção_autor
qual é o significado da obra,intenção_autor
o que significa a obra,intenção_autor
o que esta imagem simboliza,intenção_autor
qual intuito da obra,intenção_autor
qual o significado de ser porco,intenção_autor
o que o autor estava pensando,intenção_autor
qual a crítica do autor desse porco empalhado,intenção_autor
ele queria dizer alguma coisa com porcos ao lado,intenção_autor
qual significado do porco,intenção_autor
o que ele quis passar pra essa obra,intenção_autor
o que significa um pouco,intenção_autor
qual a finalidade da obra,intenção_autor
qual objetivo dessa obra,intenção_autor
tem algum significado,intenção_autor
qual é o motivo dessa obra,intenção_autor
o que quer dizer,intenção_autor
o porco representa alguma coisa,intenção_autor
que obra é essa do porco,intenção_autor
o que representa esse porco,intenção_autor
o que que significa essa obra,intenção_autor
que que significa essa obra artística,intenção_autor
e o que ela significa,intenção_autor
porque ela foi feita,intenção_autor
e o que simboliza o porco,intenção_autor
qual a intenção da obra,intenção_autor
o que significa o porco,intenção_autor
o que essa peça significa,intenção_autor
o que isso significa,intenção_autor
qual a intenção do artista ao criar o porco trancado,intenção_autor
o que essa obra representa,intenção_autor
que simboliza esta obra,intenção_autor
qual é o significado desta obra,intenção_autor
que essa obra representa,intenção_autor
qual é o objetivo dessa obra,intenção_autor
o que ele quis mostrar com essa obra,intenção_autor
o que esse povo significa,intenção_autor
o que se porco significa,intenção_autor
o que representa esse porco empalhado e ele guardado,intenção_autor
o que ele quis dizer com essa obra,intenção_autor
qual a crítica feita pelo autor,intenção_autor
o que representa o porco,intenção_autor
o que sobra representa,intenção_autor
o que representa sobra,intenção_autor
qual que é o nome desse porco,nome_porco
quantos quilos tens por,peso_porco
quem é seu autor,autor_obra
quanto que essa obra foi feita,data_obra
ele foi feito em que,técnica_obra
quem fez este quadro,autor_obra
quem fez essa obra pouco,autor_obra
qual é o autor do porco,autor_obra
qual é a profissão dele,sem_resposta
você é macho ou fêmea,sexo_porco
você era um porto de verdade,tipo_obra
mas aonde que está burra corrente que estava com pernil,corrente_porco
Você já foi de verdade,tipo_obra
Porque de verdade,tipo_obra
quanto tempo demorou pra fazer,duração_obra
essa obra tem quantos anos,data_obra
qual era a idade do porco,idade_porco
é um pouco pagado qual o material do porco,técnica_obra
porque você come todo dia,alimentação_porco
o que se porque está fazendo aí,porco_preso
essa obra feita em óleo,técnica_obra
e porque fizeram isso,razão_porco
Dar um clique já faz a pergunta é quem é você é porco,sem_compreensão
você por qual é o mascote do palmeiras,palmeiras_porco
qual o material por,técnica_obra
o que você gosta de comer,alimentação_porco
é de onde você vem,história_porco
esse porco ele está morto,porco_morto
fale me mais sobre o autor,biografia_autor
porque é o porco não tem mais a corrente no pescoço,corrente_porco
porque é feito de que,técnica_obra
Ele morreu ai dentro?,porco_morto
quem é o artista,autor_obra
quem fez a sobra de arte,autor_obra
se o porco é arte qualquer animal pode ser o marte,dúvida_obra
quem te criou,autor_obra
a quanto tempo você está nessa caixa,Tempo_porco_caixa
quando essa obra feita,data_obra
quanto tempo demora pra fazer,duração_obra
porque a caixa de madeira,porco_preso
do que se trata hora,intenção_autor
o corpo foi entalhado,tipo_obra
você é de onde,história_porco
quanto tempo porque está na caixa,Tempo_porco_caixa
porque é um pouco,razão_porco
qual foi o objetivo dele enviar o porco dentro do caixote pra essa primeira exposição,intenção_autor
qual o nome do seu artista,autor_obra
aqui o fone qual o significado do porco,intenção_autor
qual é seu nome,nome_porco
porque ele está no engradado de madeira,porco_preso
o palmeiras tem mundial,palmeiras_porco
de que material você é feito,técnica_obra
quando ela foi feita,data_obra
qual foi inspiração,intenção_autor
o que é isto,tipo_obra
qual é o nome do por,nome_porco
porque na caixa de madeira,porco_preso
como porco não ser decompôs por tantos anos,sem_resposta
qual impacto da obra na época,importância_obra
da onde ele tirou porco,história_porco
o que é sati representa,intenção_autor
esse porque de verdade,tipo_obra
precisa fazer alguma manutenção desse porco,manutenção_porco
o que que você come,alimentação_porco
qual é o material que você é feito,técnica_obra
quais foram os materiais usados na confecção dobro,técnica_obra
o que significa sobre o que o artista quis dizer,intenção_autor
quantos anos você tinha quando morreu,idade_porco
qual o peso do porco quando foi entalhado,peso_porco
cala a sua idade,idade_porco
por que era vivo,porco_morto
quantos anos o porco tem,idade_porco
do que você se alimenta,alimentação_porco
quantos quilos tem um pouquinho,peso_porco
o que que ele come,alimentação_porco
quantos anos tenho por,idade_porco
Esse porco era de verdade,tipo_obra
qual foi a inspiração do artista,intenção_autor
quando foi criada a obra,data_obra
e de onde vem esse porco,história_porco
aqui movimento artístico lhe pertence,estilo_obra
isso de verdade,tipo_obra
quem tiver ideia de fazer isso,autor_obra
do que é feito esse,técnica_obra
o que que esse porque é tão grande e tem um rabo tão pequenininha,sem_resposta
porque porco,razão_porco
que time ele torce,palmeiras_porco
é uma porca fêmea por acaso é uma dela maternidade,sexo_porco
está tudo bem com você,sentimento_porco
porque eu porque está na caixa de madeira,porco_preso
da onde você é,história_porco
porque o porco embalsamado,razão_porco
como você se chama porco,nome_porco
onde estão a corrente o pernil,corrente_porco
porque o porco não fede,sem_resposta
o público é macho ou fêmea,sexo_porco
o que a obra canalha representa,intenção_autor
como é feita a obra,técnica_obra
tem relação com o jorge wall,sem_resposta
de quem era o porco,história_porco
qual foi o artista que fez esse porco,autor_obra
qual é o nome do porco,nome_porco
essa obra devido alguma repercussão,intenção_autor
quando foi feito esse porco,data_obra
porque o porco está encaixotado,porco_preso
qual foi a origem dessa obra,história_porco
então onde surgiu a ideia de empalhar um porco,porco_morto
quantos quilos pesa porco,peso_porco
de quem é a obra,autor_obra
essa obra é brasileira,local_criação_obra
esse porque amiga da até pra pig,relação_peppa_pig
o que inspirou o autor,intenção_autor
fale mais sobre o artista,biografia_autor
quanto tempo você está aqui,Tempo_porco_caixa
qual é o material,técnica_obra
o porco é um pouco de verdade,tipo_obra
era de verdade,tipo_obra
esse porque é palmeirense,palmeiras_porco
este porco ele é verdadeiro ele é de verdade,tipo_obra
porque o porco está preso,porco_preso
é um porto fêmea ou macho,sexo_porco
porque a caixa de manteiga,porco_preso
qual que é o nome do porco,nome_porco
quando essa obra foi feito,data_obra
oi história do autor da obra,biografia_autor
o porco é um animal de verdade,tipo_obra
qual a polêmica que envolve um pouco,razão_porco
conte a sua história,história_porco
qual o peso,peso_porco
ele está vivo,porco_morto
me fale mais sobre o autor da obra,biografia_autor
que você é,tipo_obra
quando foi feita esta obra,data_obra
quantos quilos você pesa,peso_porco
como foi o processo de fabricação da caixa,sem_resposta
que material foi usado pra entalhá um porco,técnica_obra
esse porco é feminino ou masculino,sexo_porco
porque ele tinha um porco no ateliê,razão_porco
oi quantos anos você tem,idade_porco
de que é feito a obra do porco,técnica_obra
porque eu porque está dentro de uma caixa,porco_preso
porque o ator do w do porco quis fazer o porco,intenção_autor
qual o nome de porco,nome_porco
porque colocar no engradado de madeira,porco_preso
você é um porco é macho fêmea,sexo_porco
pode tocar no pôr,sem_resposta
diga pra mim quem foi o escultor desta obra,autor_obra
quando o porco criado,data_obra
o que o porco explica,intenção_autor
Com que material foi construídas pouco,técnica_obra
mas porque que você está aí dentro,porco_preso
qual objetivo dessa obra o que que o artista quis expressar,intenção_autor
isso porque de verdade,tipo_obra
o que há de interessante sobre o porco,história_porco
quando ele comprou por,data_obra
onde você mora,endereço_obra
nome do artista de novo,autor_obra
onde você veio,história_porco
quantos anos esse essa obra já foi feita,data_obra
qual o nome do ator que fez esse porco,autor_obra
por pouco quantos anos você tem,idade_porco
como foi feita essa obra,técnica_obra
porque você porco está em volta de uma caixa de madeira,porco_preso
porque eu porque está dentro da madeira,porco_preso
quando foi criado,data_obra
quem é o seu autor,autor_obra
quantos quilos ele tem,peso_porco
em que ano foi feito,data_obra
esse povo que vem da onde,história_porco
fale me sobre o autor,biografia_autor
de que ano é a obra,data_obra
qual time do povo,palmeiras_porco
que material elisão,técnica_obra
porque você está presa,porco_preso
você é uma escultura,tipo_obra
porque é pouco,razão_porco
quanto peso,peso_porco
ele tem família,família_porco
nesse porque eu tinha quantos anos,idade_porco
porque está feliz,sentimento_porco
qual nome dessa obra,nome_obra
oi você é palmeirense,palmeiras_porco
e tudo sobre essa obra,intenção_autor
ele era o porto de verdade antes de virar uma obra,tipo_obra
quantos anos ele tem,idade_porco
o que você come,alimentação_porco
fale mais sobre o autor,biografia_autor
como se chama esse porquinho,nome_porco
De onde veio esse porco é feita,sem_compreensão
porque isso é considerado obra de arte,dúvida_obra
qual é o nome do for,nome_porco
como você chama,nome_porco
quantas famílias esse porco alimento,sem_resposta
quantos anos o porco tem quantos anos,idade_porco
Dar um teor da onde foi que ele veio,sem_compreensão
de quando é obra,data_obra
esta obra foi feita quando,data_obra
de onde veio porco,história_porco
o que é o porco,sobre_porco
o porco é considerado uma arte,dúvida_obra
porque o porco está preso na caixa,porco_preso
fale sobre o porco,história_porco
como é o nome do porco,nome_porco
você é um porco empalhado,tipo_obra
o porco era vivo,porco_morto
tamanho da obra,tamanho_porco
em que ano foi feita essa obra,data_obra
o autor era vegetariano,alimentação_autor
você é um porco de verdade,tipo_obra
quem criou essa obra,autor_obra
porco quantos anos você tem,idade_porco
o porco empalhado,tipo_obra
quais outros artistas influenciaram,influências_autor
porque é um artista escolher um porco,razão_porco
porque você tem quantos anos mesmo que eu esqueci,idade_porco
que materiais em uso,técnica_obra
mas porque é brasileiro,sem_compreensão
porque que eu porque está preso,porco_preso
quantos anos o corpo tem,idade_porco
fale me sobre o pôr,história_porco
qual qual é o seu nome,nome_porco
que é a caixa,caixa_porco
onde está o presunto do por,corrente_porco
qual material utilizado,técnica_obra
qual o autor da obra o porco,autor_obra
isso é um pouco de verdade,tipo_obra
você está triste,sentimento_porco
o que aconteceu com a corrente com presunto,corrente_porco
fale sobre o pouco,história_porco
porque ele fez um porco,razão_porco
este porco é de verdade,tipo_obra
é uma obra brasileira,local_criação_obra
desde quando esse porco está aqui,Tempo_porco_caixa
quando que foi feita essa obra do porco,data_obra
de onde você veio,história_porco
quantos kilo tem esse porco,peso_porco
porque eu toco está numa grade,porco_preso
quem é o autor da obra do porco,autor_obra
quanto tempo demorou para fazer a obra o porco,duração_obra
por quanto quanto preso por,sem_compreensão
repete por favor sobre o porco,sem_compreensão
em que ano a obra foi feita,data_obra
porque se porque é considerada uma obra de arte,dúvida_obra
em que ano foi feita essa hora,data_obra
quem foi o artista,autor_obra
fale me sobre a obra o porco,intenção_autor
o que é um porco,sobre_porco
porque prendê-lo a uma grade de madeira,porco_preso
está empalhado,tipo_obra
porque se porque está preso nesse lugar,porco_preso
porque eu porque está preso numa jaula eu não sei a jaula,porco_preso
qual é o nome dele,nome_porco
qual é a nacionalidade do autor,nascimento_autor
quanto você peça,peso_porco
quanto pesa um pouco,peso_porco
qual é a técnica,técnica_obra
é pra onde o lerner nervo e esse porco inicialmente na primeira exposição,exposição_obra_outros_museus
onde você vem,história_porco
qual é o material desse por,técnica_obra
nelson lenny está vivo,morte_autor
do que o porco é feito,técnica_obra
essa obra ganhou o prêmio,prêmio_autor
quando você pesa,peso_porco
quem foi nelson né né,biografia_autor
quando essa obra foi feita,data_obra
quais são as outras obras deste artista,outras_obras
é menino ou menina,sexo_porco
como é que chama chama por,nome_porco
se porque eu palmeirense,palmeiras_porco
qual fundamento da hora,intenção_autor
ele tem nome,nome_porco
quantos quilos o porco,peso_porco
a obra o porco tem alguma relação com o time do palmeiras,palmeiras_porco
um pouco de verdade,tipo_obra
quando foi feito a obra o porco,data_obra
glorifico quanto você pesa,peso_porco
qual o seu criador,autor_obra
esse porco foi de verdade,tipo_obra
sobre o que é a sobra,intenção_autor
posso tocar no porco,sem_resposta
porque eu porque considerado uma obra de arte,dúvida_obra
quanto peças por,peso_porco
isso é um porco,tipo_obra
porque o corpo está enjaulado,porco_preso
esse porque eu torço pro palmeiras,palmeiras_porco
porque está empalhado então ele era verdadeiro,tipo_obra
em que ano o autor produziu a obra,data_obra
qual autor da obra,autor_obra
nome do artista,autor_obra
quem criou por,autor_obra
que queres ser essa obra,intenção_autor
qual o significado da gaiola,intenção_autor
qual intenção dessa obra,intenção_autor
qual é o significado dessa obra de arte porco,intenção_autor
o que é uma obra representa,intenção_autor
fale me sobre a obra,intenção_autor
porque que vocês empalhar um pouco,razão_porco
você não se acha meio velhinho pra ainda está aqui na terra,sem_resposta
fale sobre nelson lerner,biografia_autor
por falar sobre a vida do artista,biografia_autor
você é vivo,porco_morto
que espécie de porco essa,raça_ porco
cadeu presunto,corrente_porco
o que é taxi dormia,taxidermia_obra
o autor possui outras outras parecidas,outras_obras
de onde é esse autor capa origem dele,nascimento_autor
porco você é uma obra de arte,dúvida_obra
de que ano é o porco,data_obra
quantos quilos pesa o porco,peso_porco
você é macho ou fêmea,sexo_porco
o porco é uma peça empalhada,tipo_obra
qual a idade do autor da obra,idade_autor_obra
qual o significado da obra do porco,intenção_autor
aonde que colocaram o plástico,sem_resposta
porque você está enjaulado,porco_preso
de que é feito esse animal,técnica_obra
qual tipo de porco é,raça_ porco
vou por que é amigo da pé pra pig,relação_peppa_pig
me conte sobre o porco,história_porco
quanto pesa a obra,peso_porco
quantos quilos ele pensava,peso_porco
oi você é um porco ou é uma porca,sexo_porco
será que palmeiras tem mundial,palmeiras_porco
o porco de verdade,tipo_obra
ele era de verdade,tipo_obra
isso é um porco de verdade,tipo_obra
qual o ano,data_obra
qual é o autor,autor_obra
pôr com quem te criou,autor_obra
o que que o artista quis é mostrar com esse,intenção_autor
o que representa por,intenção_autor
com a intenção dessa obra,intenção_autor
porque é um porto,razão_porco
qual o material é feito esse porco,técnica_obra
quem foi nelson leila,biografia_autor
porque é vivo,porco_morto
de que raça que é,raça_ porco
qual é a história desta obra,história_porco
porque esse esse porco é uma obra de arte,dúvida_obra
com a história dessa obra,história_porco
porco quantos quilos você pesa,peso_porco
é um macho uma fêmea,sexo_porco
quantos quilos esse porco tem,peso_porco
é macho,sexo_porco
porque é macho é fêmea,sexo_porco
porque está envolto a um engradado,porco_preso
porque o porco está numa jaula,porco_preso
porque que eu porque está preso essa caixa de madeira,porco_preso
porque você está na gaiola,porco_preso
porque é palmeirense,palmeiras_porco
esse porque é de verdade,tipo_obra
esse porco é totalmente artificial olhar empalhado,tipo_obra
esse porco é real mesmo,tipo_obra
você é de verdade,tipo_obra
qual ano que ele foi feita essa obra,data_obra
qual nome do autor da obra,autor_obra
quem é o autor da obra,autor_obra
o que a obra que é o passar,intenção_autor
porque ele decidiu fazer um porco,razão_porco
porque o porco foi escolhido,razão_porco
não viveu na fazenda,sem_resposta
com material foi usado pra fazer o porco,técnica_obra
quem foi nelson,biografia_autor
qual valor dessa obra,valor_obra
a movimento aqui pertence essa hora,estilo_obra
o que aconteceu com pernil,corrente_porco
em que lugares está obra foi exposto,exposição_obra_outros_museus
qual a idade do porco,idade_porco
da onde que ele vem,história_porco
com história sua obra,história_porco
oi pouco você é feliz aí dentro,sentimento_porco
me deu uma explicação sobre sobra,intenção_autor
você sabe qual mensagem o autor gostaria de passar,intenção_autor
quanto ele pesa,peso_porco
quanto pesava porco,peso_porco
o porco é macho fêmea,sexo_porco
você é macho é fêmea,sexo_porco
o porco é arte,dúvida_obra
o que é que está preso,porco_preso
porque tem um porco aí dentro,porco_preso
o porco é de verdade,tipo_obra
você é real,tipo_obra
ano da obra,data_obra
quantos anos tem essa obra,data_obra
quem é o artista,autor_obra
quem autor da sobra,autor_obra
quem foi o autor responsável com esta obra,autor_obra
qual intuito da obra,intenção_autor
o que retrata e se procu,intenção_autor
porque esse porco empalhado qual foi o objetivo,intenção_autor
quem que é o seu artista,autor_obra
porque é um porco,razão_porco
do que eu porque é feito,técnica_obra
fale um pouco sobre o autor da obra,biografia_autor
qual a história da obra o porco,história_porco
porque que ele está preso,porco_preso
Desde que amo,sem_compreensão
qual o material material usado,técnica_obra
o porque eu tinha nome,nome_porco
um porco pesa quanto,peso_porco
o porco é macho ou fêmea,sexo_porco
ele isso pode ser considerado uma obra de arte,dúvida_obra
porque se por estar presa,porco_preso
vai ser pouca palmeirense,palmeiras_porco
sério que esse perfil de verdade,tipo_obra
então de verdade,tipo_obra
ele é real,tipo_obra
quando foi feita a obra,data_obra
quem foi que fez essa obra,autor_obra
quem é o artista do,autor_obra
o nome do artista que são,autor_obra
porque essa obra,intenção_autor
o que significa essa escultura do,intenção_autor
por que o pintor escolheu um porco tão grande,razão_porco
ele pode ficar conservado quanto tempo ele dura,sem_resposta
afinal quem define o que é arte,sem_resposta
como foi feito por,técnica_obra
como ele foi feito,técnica_obra
me fala a biografia do nelson lerner,biografia_autor
ele sente alguma coisa,sentimento_porco
o que que eu porco come,alimentação_porco
esse porquanto família da pepa,relação_peppa_pig
ele é parente da pé papi,relação_peppa_pig
você é irmão da pepa pig,relação_peppa_pig
quais os materiais essa obra,técnica_obra
qual nome dele,nome_porco
qual a intenção do artista,intenção_autor
quantos quilos tem esse porco,peso_porco
quantos quilos você pesava,peso_porco
porque tem uma caixa em volta dela,porco_preso
é um porco de verdade,tipo_obra
é um porco verdadeiro,tipo_obra
quem é o autor desse por,autor_obra
quem fez isso,autor_obra
de quem é o autor,autor_obra
se essa obra feita do que,técnica_obra
qual é a idade desse porco,idade_porco
história dessa obra,história_porco
ele tem nas obras desse mesmo jeito com outros animais,outras_obras
da onde esse porco veio,história_porco
esse porco é palmeirense,palmeiras_porco
cadeu seu presunto,corrente_porco
qual o peso desse porco,peso_porco
quanto pesa e se por,peso_porco
porque o corpo está na gaiola,porco_preso
o porque o que time você torce,palmeiras_porco
é um porco de verdade que tá aí,tipo_obra
rest um pouco de verdade,tipo_obra
em que ano se for foi feito,data_obra
quem criou pouco,autor_obra
